"subject" "activity" "variable" "mean"
"1" "LAYING" "mean_body_gyro_z" 0.067336505546
"1" "LAYING" "mean_total_acc_x" 0.1616812006
"1" "LAYING" "mean_total_acc_y" 0.7400646982
"1" "LAYING" "mean_total_acc_z" 0.433502398
"10" "WALKING" "mean_body_acc_x" 0.000133660679245282
"10" "WALKING" "mean_body_acc_y" 0.0092784791509434
"10" "WALKING" "mean_body_acc_z" -0.00373331737735849
"10" "WALKING" "mean_body_gyro_x" 0.0573767097924528
"10" "WALKING" "mean_body_gyro_y" 0.0449539266037736
"10" "WALKING" "mean_body_gyro_z" 0.0634586650566038
"10" "WALKING" "mean_total_acc_x" 1.01677981698113
"10" "WALKING" "mean_total_acc_y" -0.0570330652264151
"10" "WALKING" "mean_total_acc_z" 0.0449912928867925
"10" "WALKING_UPSTAIRS" "mean_body_acc_x" 0.0417836034042553
"10" "WALKING_UPSTAIRS" "mean_body_acc_y" -0.0053341090893617
"10" "WALKING_UPSTAIRS" "mean_body_acc_z" 0.00266090474468085
"10" "WALKING_UPSTAIRS" "mean_body_gyro_x" 0.273377032765957
"10" "WALKING_UPSTAIRS" "mean_body_gyro_y" -0.0477543078723404
"10" "WALKING_UPSTAIRS" "mean_body_gyro_z" -0.0173035998297872
"10" "WALKING_UPSTAIRS" "mean_total_acc_x" 1.03941006595745
"10" "WALKING_UPSTAIRS" "mean_total_acc_y" -0.0465197284468085
"10" "WALKING_UPSTAIRS" "mean_total_acc_z" 0.0198492654276596
"10" "WALKING_DOWNSTAIRS" "mean_body_acc_x" -0.0280050497368421
"10" "WALKING_DOWNSTAIRS" "mean_body_acc_y" -0.0278705125
"10" "WALKING_DOWNSTAIRS" "mean_body_acc_z" 0.0266073386315789
"10" "WALKING_DOWNSTAIRS" "mean_body_gyro_x" -0.191394881578947
"10" "WALKING_DOWNSTAIRS" "mean_body_gyro_y" -0.0874381021052632
"10" "WALKING_DOWNSTAIRS" "mean_body_gyro_z" -0.0533154063157895
"10" "WALKING_DOWNSTAIRS" "mean_total_acc_x" 0.972920089473684
"10" "WALKING_DOWNSTAIRS" "mean_total_acc_y" -0.0710965484210526
"10" "WALKING_DOWNSTAIRS" "mean_total_acc_z" 0.0615053331578947
"10" "SITTING" "mean_body_acc_x" -0.00188687891592593
"10" "SITTING" "mean_body_acc_y" 0.00371336635555556
"10" "SITTING" "mean_body_acc_z" 0.00538373440555556
"10" "SITTING" "mean_body_gyro_x" -0.0313076740140741
"10" "SITTING" "mean_body_gyro_y" 0.00361777748703704
"10" "SITTING" "mean_body_gyro_z" -0.0169905866148148
"10" "SITTING" "mean_total_acc_x" 0.89449037962963
"10" "SITTING" "mean_total_acc_y" -0.0219632981481481
"10" "SITTING" "mean_total_acc_z" 0.196010015740741
"10" "STANDING" "mean_body_acc_x" -0.00974378021510227
"10" "STANDING" "mean_body_acc_y" -0.00134306565227273
"10" "STANDING" "mean_body_acc_z" 0.00541063878587727
"10" "STANDING" "mean_body_gyro_x" 0.0319357345909091
"10" "STANDING" "mean_body_gyro_y" -0.0203054992727273
"10" "STANDING" "mean_body_gyro_z" 0.0140732407818182
"10" "STANDING" "mean_total_acc_x" 1.00140290227273
"10" "STANDING" "mean_total_acc_y" -0.0267891829545455
"10" "STANDING" "mean_total_acc_z" 0.0309670240227273
"10" "LAYING" "mean_body_acc_x" 0.00161529254539655
"10" "LAYING" "mean_body_acc_y" -0.00650734423396552
"10" "LAYING" "mean_body_acc_z" -0.00981407226810345
"10" "LAYING" "mean_body_gyro_x" -0.0102535312036207
"10" "LAYING" "mean_body_gyro_y" -0.00130553482758621
"10" "LAYING" "mean_body_gyro_z" 0.0167199069746552
"10" "LAYING" "mean_total_acc_x" 0.0190140698275862
"10" "LAYING" "mean_total_acc_y" -0.122638324137931
"10" "LAYING" "mean_total_acc_z" -0.0387544034482759
"11" "WALKING" "mean_body_acc_x" -0.0166354624067797
"11" "WALKING" "mean_body_acc_y" -0.00658153423728814
"11" "WALKING" "mean_body_acc_z" 0.0162927753220339
"11" "WALKING" "mean_body_gyro_x" -0.00900050815254237
"11" "WALKING" "mean_body_gyro_y" 0.0333513181355932
"11" "WALKING" "mean_body_gyro_z" -0.0112662439491525
"11" "WALKING" "mean_total_acc_x" 0.988793240677966
"11" "WALKING" "mean_total_acc_y" -0.200877336084746
"11" "WALKING" "mean_total_acc_z" 0.139799719169492
"11" "WALKING_UPSTAIRS" "mean_body_acc_x" -0.0376304344444444
"11" "WALKING_UPSTAIRS" "mean_body_acc_y" 0.0253807892592593
"11" "WALKING_UPSTAIRS" "mean_body_acc_z" 0.117903578148148
"11" "WALKING_UPSTAIRS" "mean_body_gyro_x" -0.0215479483333333
"11" "WALKING_UPSTAIRS" "mean_body_gyro_y" 0.175896238777778
"11" "WALKING_UPSTAIRS" "mean_body_gyro_z" 0.0178352589018519
"11" "WALKING_UPSTAIRS" "mean_total_acc_x" 0.935659012962963
"11" "WALKING_UPSTAIRS" "mean_total_acc_y" -0.287177248703704
"11" "WALKING_UPSTAIRS" "mean_total_acc_z" 0.2517200965
"11" "WALKING_DOWNSTAIRS" "mean_body_acc_x" 0.00352145304347826
"11" "WALKING_DOWNSTAIRS" "mean_body_acc_y" 0.0134758141086957
"11" "WALKING_DOWNSTAIRS" "mean_body_acc_z" 0.00262828073913043
"11" "WALKING_DOWNSTAIRS" "mean_body_gyro_x" -0.231800837173913
"11" "WALKING_DOWNSTAIRS" "mean_body_gyro_y" 0.0161588980217391
"11" "WALKING_DOWNSTAIRS" "mean_body_gyro_z" 0.0284300401086956
"11" "WALKING_DOWNSTAIRS" "mean_total_acc_x" 1.00542922173913
"11" "WALKING_DOWNSTAIRS" "mean_total_acc_y" -0.170427859391304
"11" "WALKING_DOWNSTAIRS" "mean_total_acc_z" 0.12218488723913
"11" "SITTING" "mean_body_acc_x" 0.000441968160377358
"11" "SITTING" "mean_body_acc_y" 0.0123624293962264
"11" "SITTING" "mean_body_acc_z" -0.00781261716037736
"11" "SITTING" "mean_body_gyro_x" -0.0229637672433962
"11" "SITTING" "mean_body_gyro_y" -0.00416672832226415
"11" "SITTING" "mean_body_gyro_z" -0.0103278310283019
"11" "SITTING" "mean_total_acc_x" 0.952700009433962
"11" "SITTING" "mean_total_acc_y" 0.234838189264151
"11" "SITTING" "mean_total_acc_z" 0.177577934716981
"11" "STANDING" "mean_body_acc_x" 0.000612920740851064
"11" "STANDING" "mean_body_acc_y" -0.00108975948510638
"11" "STANDING" "mean_body_acc_z" -0.00141932687382979
"11" "STANDING" "mean_body_gyro_x" 0.000507300391489361
"11" "STANDING" "mean_body_gyro_y" -0.00370169581276596
"11" "STANDING" "mean_body_gyro_z" -0.00743955707021277
"11" "STANDING" "mean_total_acc_x" 1.01187504893617
"11" "STANDING" "mean_total_acc_y" -0.157352327659574
"11" "STANDING" "mean_total_acc_z" 0.119208483404255
"11" "LAYING" "mean_body_acc_x" -0.00210182608982456
"11" "LAYING" "mean_body_acc_y" -0.00052170341754386
"11" "LAYING" "mean_body_acc_z" -0.00209720969140351
"11" "LAYING" "mean_body_gyro_x" 0.0205705774596491
"11" "LAYING" "mean_body_gyro_y" 0.0162607701159649
"11" "LAYING" "mean_body_gyro_z" 0.0494455678526316
"11" "LAYING" "mean_total_acc_x" 0.241309847368421
"11" "LAYING" "mean_total_acc_y" 0.958962080701754
"11" "LAYING" "mean_total_acc_z" 0.105314362982456
"12" "WALKING" "mean_body_acc_x" 0.079591022552
"12" "WALKING" "mean_body_acc_y" 0.0039227105
"12" "WALKING" "mean_body_acc_z" 0.00520544276
"12" "WALKING" "mean_body_gyro_x" -0.128915213
"12" "WALKING" "mean_body_gyro_y" 0.0363445877
"12" "WALKING" "mean_body_gyro_z" 0.0181658566
"12" "WALKING" "mean_total_acc_x" 1.098808312
"12" "WALKING" "mean_total_acc_y" -0.13643230024
"12" "WALKING" "mean_total_acc_z" -0.03817502284
"12" "WALKING_UPSTAIRS" "mean_body_acc_x" 0.00283747141346154
"12" "WALKING_UPSTAIRS" "mean_body_acc_y" 0.0833485898461538
"12" "WALKING_UPSTAIRS" "mean_body_acc_z" -0.000355123319230768
"12" "WALKING_UPSTAIRS" "mean_body_gyro_x" -0.185301512221154
"12" "WALKING_UPSTAIRS" "mean_body_gyro_y" 0.00558467545192308
"12" "WALKING_UPSTAIRS" "mean_body_gyro_z" -0.103936569769231
"12" "WALKING_UPSTAIRS" "mean_total_acc_x" 1.00432136538462
"12" "WALKING_UPSTAIRS" "mean_total_acc_y" -0.152458492788462
"12" "WALKING_UPSTAIRS" "mean_total_acc_z" -0.0774346880461538
"12" "WALKING_DOWNSTAIRS" "mean_body_acc_x" 0.0372621270434783
"12" "WALKING_DOWNSTAIRS" "mean_body_acc_y" -0.0324490252173913
"12" "WALKING_DOWNSTAIRS" "mean_body_acc_z" -0.00423216410869565
"12" "WALKING_DOWNSTAIRS" "mean_body_gyro_x" -0.180765806956522
"12" "WALKING_DOWNSTAIRS" "mean_body_gyro_y" 0.028675382
"12" "WALKING_DOWNSTAIRS" "mean_body_gyro_z" -0.033713730123913
"12" "WALKING_DOWNSTAIRS" "mean_total_acc_x" 1.04361911956522
"12" "WALKING_DOWNSTAIRS" "mean_total_acc_y" -0.196887995217391
"12" "WALKING_DOWNSTAIRS" "mean_total_acc_z" -0.0634826763521739
"12" "SITTING" "mean_body_acc_x" -0.00316273449019608
"12" "SITTING" "mean_body_acc_y" 0.00207343602941176
"12" "SITTING" "mean_body_acc_z" 0.00409378759803922
"12" "SITTING" "mean_body_gyro_x" -0.0236354169607843
"12" "SITTING" "mean_body_gyro_y" -0.00933471278627451
"12" "SITTING" "mean_body_gyro_z" -0.0114548263058824
"12" "SITTING" "mean_total_acc_x" 0.98965142745098
"12" "SITTING" "mean_total_acc_y" 0.100885674882353
"12" "SITTING" "mean_total_acc_z" 0.0834355689215686
"12" "STANDING" "mean_body_acc_x" 0.00259708589180328
"12" "STANDING" "mean_body_acc_y" 0.000896705470491803
"12" "STANDING" "mean_body_acc_z" 0.00785172771147541
"12" "STANDING" "mean_body_gyro_x" -0.00552307589672131
"12" "STANDING" "mean_body_gyro_y" -0.00121034245409836
"12" "STANDING" "mean_body_gyro_z" -0.0213702498786885
"12" "STANDING" "mean_total_acc_x" 1.01323360655738
"12" "STANDING" "mean_total_acc_y" -0.199725793442623
"12" "STANDING" "mean_total_acc_z" -0.041558807095082
"12" "LAYING" "mean_body_acc_x" -0.017862270385
"12" "LAYING" "mean_body_acc_y" 0.0033098493225
"12" "LAYING" "mean_body_acc_z" 0.00438724815166667
"12" "LAYING" "mean_body_gyro_x" 0.0100992696083333
"12" "LAYING" "mean_body_gyro_y" -0.009649239267
"12" "LAYING" "mean_body_gyro_z" 0.05157944418855
"12" "LAYING" "mean_total_acc_x" 0.0632664630433333
"12" "LAYING" "mean_total_acc_y" 0.823522805
"12" "LAYING" "mean_total_acc_z" 0.2654091915
"13" "WALKING" "mean_body_acc_x" -0.00783300031578948
"13" "WALKING" "mean_body_acc_y" -0.00300161405263158
"13" "WALKING" "mean_body_acc_z" 0.000450210350877193
"13" "WALKING" "mean_body_gyro_x" -0.0611012440350877
"13" "WALKING" "mean_body_gyro_y" -0.111611633052632
"13" "WALKING" "mean_body_gyro_z" 0.0580394516491228
"13" "WALKING" "mean_total_acc_x" 0.973090673684211
"13" "WALKING" "mean_total_acc_y" -0.265829556385965
"13" "WALKING" "mean_total_acc_z" -0.132396037368421
"13" "WALKING_UPSTAIRS" "mean_body_acc_x" -0.00272305061818182
"13" "WALKING_UPSTAIRS" "mean_body_acc_y" 0.00402364327272727
"13" "WALKING_UPSTAIRS" "mean_body_acc_z" -0.00675212425454546
"13" "WALKING_UPSTAIRS" "mean_body_gyro_x" -0.158570388654545
"13" "WALKING_UPSTAIRS" "mean_body_gyro_y" 0.00136702490909091
"13" "WALKING_UPSTAIRS" "mean_body_gyro_z" 0.0468485491272727
"13" "WALKING_UPSTAIRS" "mean_total_acc_x" 0.937777567272727
"13" "WALKING_UPSTAIRS" "mean_total_acc_y" -0.326374937090909
"13" "WALKING_UPSTAIRS" "mean_total_acc_z" -0.209962601454545
"13" "WALKING_DOWNSTAIRS" "mean_body_acc_x" -0.018214404893617
"13" "WALKING_DOWNSTAIRS" "mean_body_acc_y" 0.0248787918510638
"13" "WALKING_DOWNSTAIRS" "mean_body_acc_z" -0.0226777529787234
"13" "WALKING_DOWNSTAIRS" "mean_body_gyro_x" -0.119027769617021
"13" "WALKING_DOWNSTAIRS" "mean_body_gyro_y" 0.171458044042553
"13" "WALKING_DOWNSTAIRS" "mean_body_gyro_z" 0.0437955634255319
"13" "WALKING_DOWNSTAIRS" "mean_total_acc_x" 0.980142555319149
"13" "WALKING_DOWNSTAIRS" "mean_total_acc_y" -0.177176514042553
"13" "WALKING_DOWNSTAIRS" "mean_total_acc_z" -0.127351918297872
"13" "SITTING" "mean_body_acc_x" 0.000822499673469388
"13" "SITTING" "mean_body_acc_y" 0.012326660744898
"13" "SITTING" "mean_body_acc_z" 0.0195778923020408
"13" "SITTING" "mean_body_gyro_x" -0.0158652677571429
"13" "SITTING" "mean_body_gyro_y" 0.000296428248979591
"13" "SITTING" "mean_body_gyro_z" -0.0205351371265306
"13" "SITTING" "mean_total_acc_x" 0.98969522244898
"13" "SITTING" "mean_total_acc_y" 0.119470992653061
"13" "SITTING" "mean_total_acc_z" 0.0748892987755102
"13" "STANDING" "mean_body_acc_x" 9.38300240350877e-05
"13" "STANDING" "mean_body_acc_y" 0.00171642266491228
"13" "STANDING" "mean_body_acc_z" -0.00086172351754386
"13" "STANDING" "mean_body_gyro_x" -0.00196562942105263
"13" "STANDING" "mean_body_gyro_y" 0.00377761440701754
"13" "STANDING" "mean_body_gyro_z" -0.000405767221052632
"13" "STANDING" "mean_total_acc_x" 1.00181598947368
"13" "STANDING" "mean_total_acc_y" -0.221697647368421
"13" "STANDING" "mean_total_acc_z" -0.0557561610526316
"13" "LAYING" "mean_body_acc_x" -0.00366211159758065
"13" "LAYING" "mean_body_acc_y" -0.00441422649354839
"13" "LAYING" "mean_body_acc_z" 0.00735894726580645
"13" "LAYING" "mean_body_gyro_x" 0.0287335349709677
"13" "LAYING" "mean_body_gyro_y" -0.0136798966806452
"13" "LAYING" "mean_body_gyro_z" 0.0345318929790323
"13" "LAYING" "mean_total_acc_x" 0.224946020967742
"13" "LAYING" "mean_total_acc_y" 0.672532480645161
"13" "LAYING" "mean_total_acc_z" 0.583200887096774
"14" "WALKING" "mean_body_acc_x" 0.0331740278798983
"14" "WALKING" "mean_body_acc_y" -0.024208645779661
"14" "WALKING" "mean_body_acc_z" -0.0393232123508475
"14" "WALKING" "mean_body_gyro_x" 0.0177204884067797
"14" "WALKING" "mean_body_gyro_y" 0.283886903372881
"14" "WALKING" "mean_body_gyro_z" -0.0152477375762712
"14" "WALKING" "mean_total_acc_x" 0.936849289830509
"14" "WALKING" "mean_total_acc_y" -0.276976127559322
"14" "WALKING" "mean_total_acc_z" -0.458278628050847
"14" "WALKING_UPSTAIRS" "mean_body_acc_x" -0.0513642770111111
"14" "WALKING_UPSTAIRS" "mean_body_acc_y" 0.0481067407592593
"14" "WALKING_UPSTAIRS" "mean_body_acc_z" -0.0491951333703704
"14" "WALKING_UPSTAIRS" "mean_body_gyro_x" 0.32167728812963
"14" "WALKING_UPSTAIRS" "mean_body_gyro_y" 0.044068015
"14" "WALKING_UPSTAIRS" "mean_body_gyro_z" -0.0351506807407407
"14" "WALKING_UPSTAIRS" "mean_total_acc_x" 0.777368838888889
"14" "WALKING_UPSTAIRS" "mean_total_acc_y" -0.255181463166667
"14" "WALKING_UPSTAIRS" "mean_total_acc_z" -0.534829182407407
"14" "WALKING_DOWNSTAIRS" "mean_body_acc_x" 0.0130649986222222
"14" "WALKING_DOWNSTAIRS" "mean_body_acc_y" 0.00287332424888889
"14" "WALKING_DOWNSTAIRS" "mean_body_acc_z" 0.0230437533822222
"14" "WALKING_DOWNSTAIRS" "mean_body_gyro_x" -0.000444120666666665
"14" "WALKING_DOWNSTAIRS" "mean_body_gyro_y" 0.0331491882222222
"14" "WALKING_DOWNSTAIRS" "mean_body_gyro_z" -0.0158192973111111
"14" "WALKING_DOWNSTAIRS" "mean_total_acc_x" 0.921951417777778
"14" "WALKING_DOWNSTAIRS" "mean_total_acc_y" -0.246571972533333
"14" "WALKING_DOWNSTAIRS" "mean_total_acc_z" -0.376294683111111
"14" "SITTING" "mean_body_acc_x" 0.00308976929444444
"14" "SITTING" "mean_body_acc_y" 0.0175771399851852
"14" "SITTING" "mean_body_acc_z" 0.00794447386481481
"14" "SITTING" "mean_body_gyro_x" -0.0324423055481481
"14" "SITTING" "mean_body_gyro_y" 0.0145963598814815
"14" "SITTING" "mean_body_gyro_z" 0.00165490248518519
"14" "SITTING" "mean_total_acc_x" 0.999907955555556
"14" "SITTING" "mean_total_acc_y" -0.0134172433351852
"14" "SITTING" "mean_total_acc_z" -0.0981926227777778
"14" "STANDING" "mean_body_acc_x" 0.00323524267130167
"14" "STANDING" "mean_body_acc_y" 0.00494828004333333
"14" "STANDING" "mean_body_acc_z" 0.00618856379683333
"14" "STANDING" "mean_body_gyro_x" 0.0083426088
"14" "STANDING" "mean_body_gyro_y" 0.0317212552816667
"14" "STANDING" "mean_body_gyro_z" -0.0172538904075
"14" "STANDING" "mean_total_acc_x" 0.954374576666667
"14" "STANDING" "mean_total_acc_y" -0.208711963333333
"14" "STANDING" "mean_total_acc_z" -0.333986948333333
"14" "LAYING" "mean_body_acc_x" -0.0331210405392157
"14" "LAYING" "mean_body_acc_y" 0.0183861620254902
"14" "LAYING" "mean_body_acc_z" 0.0273343059078431
"14" "LAYING" "mean_body_gyro_x" 0.0485117847529412
"14" "LAYING" "mean_body_gyro_y" -0.01758078419
"14" "LAYING" "mean_body_gyro_z" 0.0208805856372549
"14" "LAYING" "mean_total_acc_x" 0.228724662745098
"14" "LAYING" "mean_total_acc_y" 0.510112945098039
"14" "LAYING" "mean_total_acc_z" 0.819711807843137
"15" "WALKING" "mean_body_acc_x" -0.0210018857777778
"15" "WALKING" "mean_body_acc_y" 0.0171832279444444
"15" "WALKING" "mean_body_acc_z" 0.00134800798148148
"15" "WALKING" "mean_body_gyro_x" -0.140659410314815
"15" "WALKING" "mean_body_gyro_y" 0.0334729658518519
"15" "WALKING" "mean_body_gyro_z" -0.0239617537037037
"15" "WALKING" "mean_total_acc_x" 0.987789181481482
"15" "WALKING" "mean_total_acc_y" -0.198660105777778
"15" "WALKING" "mean_total_acc_z" 0.0717552777407407
"15" "WALKING_UPSTAIRS" "mean_body_acc_x" -0.0410356799375
"15" "WALKING_UPSTAIRS" "mean_body_acc_y" 0.00819744908333333
"15" "WALKING_UPSTAIRS" "mean_body_acc_z" -0.00205342558333333
"15" "WALKING_UPSTAIRS" "mean_body_gyro_x" 0.3056842750625
"15" "WALKING_UPSTAIRS" "mean_body_gyro_y" -0.102149646208333
"15" "WALKING_UPSTAIRS" "mean_body_gyro_z" 0.0669763640145833
"15" "WALKING_UPSTAIRS" "mean_total_acc_x" 0.94696025625
"15" "WALKING_UPSTAIRS" "mean_total_acc_y" -0.282126816041667
"15" "WALKING_UPSTAIRS" "mean_total_acc_z" 0.0718925105208333
"15" "WALKING_DOWNSTAIRS" "mean_body_acc_x" -0.00128378535952381
"15" "WALKING_DOWNSTAIRS" "mean_body_acc_y" -0.0274731549166667
"15" "WALKING_DOWNSTAIRS" "mean_body_acc_z" 0.0463177817904762
"15" "WALKING_DOWNSTAIRS" "mean_body_gyro_x" -0.267050791904762
"15" "WALKING_DOWNSTAIRS" "mean_body_gyro_y" -0.0623111126190476
"15" "WALKING_DOWNSTAIRS" "mean_body_gyro_z" -0.0577206416666667
"15" "WALKING_DOWNSTAIRS" "mean_total_acc_x" 0.996030835714286
"15" "WALKING_DOWNSTAIRS" "mean_total_acc_y" -0.186023652142857
"15" "WALKING_DOWNSTAIRS" "mean_total_acc_z" 0.118167096571429
"15" "SITTING" "mean_body_acc_x" -0.0044725167959322
"15" "SITTING" "mean_body_acc_y" 0.0213650766891525
"15" "SITTING" "mean_body_acc_z" 0.000566357313389831
"15" "SITTING" "mean_body_gyro_x" -0.013100568730678
"15" "SITTING" "mean_body_gyro_y" -0.0071613733
"15" "SITTING" "mean_body_gyro_z" -0.00275262266101695
"15" "SITTING" "mean_total_acc_x" 0.964022728813559
"15" "SITTING" "mean_total_acc_y" 0.232931598813559
"15" "SITTING" "mean_total_acc_z" -3.75228813559323e-05
"15" "STANDING" "mean_body_acc_x" 0.000866215079245283
"15" "STANDING" "mean_body_acc_y" 0.00199365024339623
"15" "STANDING" "mean_body_acc_z" 0.000959201390943396
"15" "STANDING" "mean_body_gyro_x" 0.0135778152071698
"15" "STANDING" "mean_body_gyro_y" 0.0111397428169811
"15" "STANDING" "mean_body_gyro_z" -0.00720520891132076
"15" "STANDING" "mean_total_acc_x" 1.01905650754717
"15" "STANDING" "mean_total_acc_y" -0.146579160754717
"15" "STANDING" "mean_total_acc_z" 0.054663722509434
"15" "LAYING" "mean_body_acc_x" -0.00263107428375
"15" "LAYING" "mean_body_acc_y" 0.000731934997222222
"15" "LAYING" "mean_body_acc_z" -0.000750262969180555
"15" "LAYING" "mean_body_gyro_x" 0.0161465728791667
"15" "LAYING" "mean_body_gyro_y" 0.0163020887486111
"15" "LAYING" "mean_body_gyro_z" 0.0267186370495833
"15" "LAYING" "mean_total_acc_x" 0.211865482083333
"15" "LAYING" "mean_total_acc_y" 0.915557077777778
"15" "LAYING" "mean_total_acc_z" -0.0404571055555556
"16" "WALKING" "mean_body_acc_x" -0.00580474709803922
"16" "WALKING" "mean_body_acc_y" 0.00635624357098039
"16" "WALKING" "mean_body_acc_z" -0.00840955266666667
"16" "WALKING" "mean_body_gyro_x" 0.0358810373921569
"16" "WALKING" "mean_body_gyro_y" 0.0291117702745098
"16" "WALKING" "mean_body_gyro_z" 0.025265287372549
"16" "WALKING" "mean_total_acc_x" 0.984565229411765
"16" "WALKING" "mean_total_acc_y" -0.0418981896078431
"16" "WALKING" "mean_total_acc_z" -0.227375087843137
"16" "WALKING_UPSTAIRS" "mean_body_acc_x" 0.0142322414117647
"16" "WALKING_UPSTAIRS" "mean_body_acc_y" 0.0375256759215686
"16" "WALKING_UPSTAIRS" "mean_body_acc_z" 0.0189077262352941
"16" "WALKING_UPSTAIRS" "mean_body_gyro_x" 0.18710836374902
"16" "WALKING_UPSTAIRS" "mean_body_gyro_y" -0.0266517988235294
"16" "WALKING_UPSTAIRS" "mean_body_gyro_z" -0.132127934313725
"16" "WALKING_UPSTAIRS" "mean_total_acc_x" 0.941577398039216
"16" "WALKING_UPSTAIRS" "mean_total_acc_y" -0.026991577
"16" "WALKING_UPSTAIRS" "mean_total_acc_z" -0.34751081372549
"16" "WALKING_DOWNSTAIRS" "mean_body_acc_x" -0.0127844843191489
"16" "WALKING_DOWNSTAIRS" "mean_body_acc_y" 0.019530974893617
"16" "WALKING_DOWNSTAIRS" "mean_body_acc_z" 0.00877277442553192
"16" "WALKING_DOWNSTAIRS" "mean_body_gyro_x" -0.00579648106382979
"16" "WALKING_DOWNSTAIRS" "mean_body_gyro_y" -0.0021872445106383
"16" "WALKING_DOWNSTAIRS" "mean_body_gyro_z" 0.0571172522340426
"16" "WALKING_DOWNSTAIRS" "mean_total_acc_x" 0.970757778723404
"16" "WALKING_DOWNSTAIRS" "mean_total_acc_y" -0.022131892212766
"16" "WALKING_DOWNSTAIRS" "mean_total_acc_z" -0.221242630553191
"16" "SITTING" "mean_body_acc_x" 0.00337782962710145
"16" "SITTING" "mean_body_acc_y" 0.00691122039202899
"16" "SITTING" "mean_body_acc_z" 0.00918507165536232
"16" "SITTING" "mean_body_gyro_x" -0.0217150456057971
"16" "SITTING" "mean_body_gyro_y" 0.00657801067246377
"16" "SITTING" "mean_body_gyro_z" 0.00511307059855073
"16" "SITTING" "mean_total_acc_x" 1.00228153333333
"16" "SITTING" "mean_total_acc_y" -0.0697682823188406
"16" "SITTING" "mean_total_acc_z" 0.081078042173913
"16" "STANDING" "mean_body_acc_x" 0.00304878875115385
"16" "STANDING" "mean_body_acc_y" -0.000909806055
"16" "STANDING" "mean_body_acc_z" 0.00314229903137179
"16" "STANDING" "mean_body_gyro_x" -0.00270775701666667
"16" "STANDING" "mean_body_gyro_y" 0.012685085319359
